SRC_ADD,DES_ADD,PKT_ID,FROM_NODE,TO_NODE,PKT_TYPE,PKT_SIZE,FID,SEQ_NUMBER,NUMBER_OF_PKT,NUMBER_OF_BYTE,NODE_NAME_FROM,NODE_NAME_TO,PKT_IN,PKT_OUT,PKT_R,PKT_DELAY_NODE,PKT_RATE,BYTE_RATE,PKT_AVG_SIZE,UTILIZATION,PKT_DELAY,PKT_SEND_TIME,PKT_RESEVED_TIME,FIRST_PKT_SENT,LAST_PKT_RESEVED,PKT_CLASS
8,24.8,390310,8,21,tcp,1540,9,11348,16088,24775500,clien-8,Switch1,35.566386,35.566386,35.576509,0,328.11323,505294,1540,0.236278,0,35.566386,35.596756,1,50.031854,Normal
2,24.2,363960,2,21,tcp,1540,3,10690,16091,24780100,clien-2,Switch1,33.545205,33.545205,33.555328,0,328.26404,505526,1540,0.236321,0.0016,33.545205,33.577174,1,50.018467,Normal
0.1,24.2,588313,21,23,cbr,1000,21,3605,6250,6250000,Switch1,Router,53.85008,53.85008,53.86016,0,124.944425,124944,1000,0.059605,0,53.84,53.87024,25,75.02224,Normal
12,24.12,203692,12,22,tcp,1540,13,6361,16103,24798600,clien-12,Switch2,20.39048,20.39048,20.400603,0,328.491489,505876,1540,0.236498,0,20.39048,20.42085,1,50.021057,Normal
12,24.12,323694,12,22,tcp,1540,13,9671,16103,24798600,clien-12,Switch2,30.455772,30.455772,30.465895,0,328.491489,505876,1540,0.236498,0,30.455772,30.486141,1,50.021057,Normal
9,24.9,384463,9,21,tcp,1540,10,11194,16085,24770900,clien-9,Switch1,35.117994,35.117994,35.128117,0,328.063862,505218,1540,0.236234,0,35.117994,35.148364,1,50.030088,Normal
8,24.8,119998,8,21,tcp,1540,9,3748,16088,24775500,clien-8,Switch1,12.511238,12.511238,12.521362,0,328.11323,505294,1540,0.236278,0,12.511238,12.541608,1,50.031854,Normal
15.1,24.35,622853,15,22,cbr,1000,36,5320,6250,6250000,clien-15,Switch2,67.56,67.56,67.57008,0,124.942227,124942,1000,0.059605,0.00088,67.56,67.59112,25,75.02312,Normal
24.5,5,527959,21,5,ack,55,6,14805,16091,885005,Switch1,clien-5,46.144685,46.144685,46.154688,0,328.204851,18051.3,55,0.00844,0,46.124678,46.154688,1.030042,50.057349,Normal
6,24.6,154589,21,23,tcp,1540,7,4826,16091,24780100,Switch1,Router,15.779297,15.779297,15.78942,0,328.192835,505416,1540,0.236321,0,15.769174,15.799544,1,50.029102,Normal
8,24.8,85194,21,23,tcp,1540,9,2651,16088,24775500,Switch1,Router,9.244989,9.244989,9.255112,0,328.11323,505294,1540,0.236278,0,9.234866,9.265235,1,50.031854,Normal
24,0,551953,23,21,ack,55,1,15414,16091,885005,Router,Switch1,47.975037,47.975037,47.98504,0,328.316229,18057.4,55,0.00844,0,47.965034,47.995043,1.03001,50.040685,Normal
7,24.7,123817,21,23,tcp,1540,8,3867,16090,24778600,Switch1,Router,12.882282,12.882282,12.892405,0,328.167486,505378,1540,0.236307,0,12.872158,12.902528,1,50.029842,Normal
4,24.4,311160,23,24,tcp,1540,5,9356,16091,24780100,Router,server1,29.514914,29.514914,29.525037,0,328.217832,505455,1540,0.236321,0,29.494668,29.525037,1,50.025368,Normal
2,24.2,257902,23,24,tcp,1540,3,8020,16091,24780100,Router,server1,25.427858,25.427858,25.437981,0,328.26404,505526,1540,0.236321,0,25.407611,25.437981,1,50.018467,Normal
24.8,8,105386,23,21,ack,55,9,3276,16088,884840,Router,Switch1,11.148102,11.148102,11.158106,0,328.113525,18046.2,55,0.008438,0,11.138099,11.168109,1.030054,50.061864,Normal
6,24.6,434284,21,23,tcp,1540,7,12456,16091,24780100,Switch1,Router,38.949472,38.949472,38.959595,0,328.192835,505416,1540,0.236321,0.000124,38.939349,38.969842,1,50.029102,Normal
24.12,12,261441,23,22,ack,55,13,8095,16103,885665,Router,Switch2,25.689992,25.689992,25.699995,0,328.491596,18067,55,0.008446,0,25.679989,25.709998,1.030026,50.051067,Normal
5,24.5,245020,21,23,tcp,1540,6,7647,16091,24780100,Switch1,Router,24.292515,24.292515,24.302638,0,328.204637,505434,1540,0.236321,0,24.282392,24.312761,1,50.027339,Normal
24.1,1,368252,24,23,ack,55,2,10784,16091,885005,server1,Router,33.874529,33.874529,33.884532,0,328.297902,18056.4,55,0.00844,0,33.874529,33.904538,1.030016,50.043427,Normal
6.2,24.48,48881,6,21,cbr,692,27,1967,9588,6634900,client-6,switch1,46.522714,46.523074,46.53313,0.00036,1066.08599,737732,692,0.063275,0.031016,46.522714,46.55373,1,9.993646,UDP-Flood
24.5,5,527543,21,5,ack,55,6,14793,16091,885005,Switch1,clien-5,46.11279,46.11279,46.122794,0,328.204851,18051.3,55,0.00844,0,46.092784,46.122794,1.030042,50.057349,Normal
10,24.1,303297,23,24,tcp,1540,11,9163,16103,24798600,Router,server1,28.911387,28.911387,28.92151,0,328.561898,505985,1540,0.236498,0,28.891141,28.92151,1,50.010552,Normal
2,24.2,577065,21,23,tcp,1540,3,16057,16091,24780100,Switch1,Router,49.900637,49.900637,49.91076,0,328.26404,505526,1540,0.236321,0,49.890514,49.920883,1,50.018467,Normal
15,24.15,280271,22,23,tcp,1540,16,8576,16092,24781700,Switch2,Router,27.133928,27.133928,27.144051,0,328.205808,505437,1540,0.236337,0,27.123805,27.154174,1,50.030211,Normal
24.9,9,60726,23,21,ack,55,10,1884,16085,884675,Router,Switch1,6.935726,6.935726,6.94573,0,328.064183,18043.5,55,0.008437,0,6.925723,6.955733,1.030058,50.060098,Normal
24.6,6,68191,23,21,ack,55,7,2117,16091,885005,Router,Switch1,7.641058,7.641058,7.651061,0,328.19309,18050.6,55,0.00844,0,7.631054,7.661064,1.030048,50.059112,Normal
6.1,24.26,618989,21,23,cbr,1000,27,5129,6250,6250000,Switch1,Router,66.04208,66.04256,66.05264,0.00048,124.942027,124942,1000,0.059605,0.00096,66.032,66.0632,25,75.0232,Normal
0,24,29829,21,23,tcp,1540,1,938,16091,24780100,Switch1,Router,4.030448,4.030448,4.040571,0,328.316229,505606,1540,0.236321,0,4.020325,4.050694,1,50.010675,Normal
0.1,24.2,552081,21,23,cbr,1000,21,2872,6250,6250000,Switch1,Router,47.98608,47.986189,47.996269,0.000109,124.944425,124944,1000,0.059605,0.000312,47.976,48.006552,25,75.02224,Normal
5.1,24.25,597135,21,23,cbr,1000,26,4043,6250,6250000,Switch1,Router,57.35408,57.35448,57.36456,0.0004,124.942427,124942,1000,0.059605,0.0008,57.344,57.37504,25,75.02304,Normal
24.3,3,385778,21,3,ack,55,4,11223,16091,885005,Switch1,clien-3,35.237617,35.237617,35.24762,0,328.241051,18053.3,55,0.00844,0,35.21761,35.24762,1.030029,50.051929,Normal
17.1,24.37,445511,22,23,cbr,1000,38,1850,6250,6250000,Switch2,Router,39.81008,39.810649,39.820729,0.000569,124.941427,124941,1000,0.059605,0.001252,39.8,39.831492,25,75.02344,Normal
24.15,15,139306,22,15,ack,55,16,4332,16092,885060,Switch2,clien-15,14.349535,14.349535,14.359538,0,328.206042,18051.3,55,0.008441,0,14.329529,14.359538,1.030045,50.060221,Normal
24.5,5,543077,23,21,ack,55,6,15188,16091,885005,Router,Switch1,47.294507,47.294507,47.304511,0,328.204851,18051.3,55,0.00844,0,47.284504,47.314514,1.030042,50.057349,Normal
19.1,24.39,368216,19,22,cbr,1000,40,1109,6250,6250000,clien-19,Switch2,33.872,33.872,33.88208,0,124.940628,124941,1000,0.059605,0.001504,33.872,33.903744,25,75.02376,Normal
24.13,13,190069,24,23,ack,55,14,5930,16103,885665,server1,Router,19.112102,19.112102,19.122106,0,328.460278,18065.3,55,0.008446,0,19.112102,19.142112,1.030032,50.055747,Normal
24.5,5,157912,23,21,ack,55,6,4919,16091,885005,Router,Switch1,16.092253,16.092253,16.102257,0,328.204851,18051.3,55,0.00844,0,16.08225,16.11226,1.030042,50.057349,Normal
5,24.5,435043,5,21,tcp,1540,6,12481,16091,24780100,clien-5,Switch1,38.998373,38.998373,39.008496,0,328.204637,505434,1540,0.236321,0,38.998373,39.028743,1,50.027339,Normal
1,24.1,177301,23,24,tcp,1540,2,5534,16091,24780100,Router,server1,17.930128,17.930128,17.940251,0,328.297855,505578,1540,0.236321,0,17.909882,17.940251,1,50.013418,UDP-Flood
24.4,4,420727,23,21,ack,55,5,12104,16091,885005,Router,Switch1,37.910249,37.910249,37.920252,0,328.218006,18052,55,0.00844,0,37.900245,37.930255,1.030035,50.055377,Normal
24.1,1,77274,24,23,ack,55,2,2410,16091,885005,server1,Router,8.48893,8.48893,8.498933,0,328.297902,18056.4,55,0.00844,0,8.48893,8.518939,1.030016,50.043427,Normal
13,24.13,340502,22,23,tcp,1540,14,10102,16103,24798600,Switch2,Router,31.754494,31.755003,31.765126,0.000509,328.460131,505828,1540,0.236498,0.001477,31.744371,31.776218,1,50.025737,UDP-Flood
4.1,24.24,592657,21,23,cbr,1000,25,3821,6250,6250000,Switch1,Router,55.57808,55.5784,55.58848,0.00032,124.942826,124943,1000,0.059605,0.00064,55.568,55.59888,25,75.02288,Normal
9,24.9,120624,9,21,tcp,1540,10,3763,16085,24770900,clien-9,Switch1,12.570755,12.570755,12.580878,0,328.063862,505218,1540,0.236234,0,12.570755,12.601125,1,50.030088,Normal
4.2,24.46,10939,23,24,cbr,1500,25,463,10050,15075000,router,server1,11.193171,11.193171,11.203291,0,1118.27935,1677420,1500,0.143766,0.03072,11.172571,11.203291,1,9.987021,UDP-Flood
24.4,4,388521,24,23,ack,55,5,11292,16091,885005,server1,Router,35.42989,35.42989,35.439893,0,328.218006,18052,55,0.00844,0,35.42989,35.459899,1.030035,50.055377,Normal
9.2,24.51,56482,23,24,cbr,1500,30,2164,9108,13662000,router,server1,53.685977,53.688857,53.698977,0.00288,1016.496869,1524750,1500,0.130291,0.03612,53.662857,53.698977,1,9.960185,UDP-Flood
24.12,12,463600,24,23,ack,55,13,13191,16103,885665,server1,Router,41.189245,41.189245,41.199248,0,328.491596,18067,55,0.008446,0,41.189245,41.219254,1.030026,50.051067,Normal
24,0,270851,21,0,ack,55,1,8331,16091,885005,Switch1,clien-0,26.421554,26.421554,26.431557,0,328.316229,18057.4,55,0.00844,0,26.401547,26.431557,1.03001,50.040685,Normal
24.9,9,472958,21,9,ack,55,10,13414,16085,884675,Switch1,clien-9,41.925518,41.925518,41.935522,0,328.064183,18043.5,55,0.008437,0,41.905512,41.935522,1.030058,50.060098,Normal
6,24.6,573283,6,21,tcp,1540,7,15960,16091,24780100,clien-6,Switch1,49.600208,49.600208,49.610331,0,328.192835,505416,1540,0.236321,0.001724,49.600208,49.632301,1,50.029102,Normal
16.1,24.36,618459,22,23,cbr,1000,37,5102,6250,6250000,Switch2,Router,65.82608,65.82656,65.83664,0.00048,124.941827,124942,1000,0.059605,0.00104,65.816,65.84728,25,75.02328,Normal
24.9,9,25927,21,9,ack,55,10,794,16085,884675,Switch1,clien-9,3.672563,3.672563,3.682566,0,328.064183,18043.5,55,0.008437,0,3.652557,3.682566,1.030058,50.060098,Normal
24.2,2,76378,21,2,ack,55,3,2371,16091,885005,Switch1,clien-2,8.422562,8.422562,8.432565,0,328.26412,18054.5,55,0.00844,0,8.402555,8.432565,1.030022,50.048477,Normal
24.5,5,566115,23,21,ack,55,6,15767,16091,885005,Router,Switch1,49.060314,49.060314,49.070317,0,328.204851,18051.3,55,0.00844,0,49.05031,49.08032,1.030042,50.057349,UDP-Flood
24.5,5,237450,23,21,ack,55,6,7398,16091,885005,Router,Switch1,23.579072,23.579072,23.589075,0,328.204851,18051.3,55,0.00844,0,23.569069,23.599078,1.030042,50.057349,Normal
7.1,24.27,328815,21,23,cbr,1000,28,731,6250,6250000,Switch1,Router,30.85816,30.858923,30.869003,0.000763,124.941627,124942,1000,0.059605,0.001686,30.848,30.879926,25,75.02336,Normal
12,24.12,21603,23,24,tcp,1540,13,678,16103,24798600,Router,server1,3.262048,3.262048,3.272171,0,328.491489,505876,1540,0.236498,0,3.241802,3.272171,1,50.021057,Normal
24.11,11,89153,23,22,ack,55,12,2774,16103,885665,Router,Switch2,9.617802,9.617802,9.627805,0,328.522947,18068.8,55,0.008446,0,9.607798,9.637808,1.030019,50.046382,Normal
24.8,8,301487,23,21,ack,55,9,9099,16088,884840,Router,Switch1,28.762322,28.762322,28.772325,0,328.113525,18046.2,55,0.008438,0,28.752318,28.782328,1.030054,50.061864,Normal
16.2,24.58,32675,16,22,cbr,692,37,1253,9108,6302740,client-16,switch2,31.427429,31.428029,31.438084,0.0006,1016.430848,703371,692,0.060108,0.037338,31.427429,31.464767,1,9.960767,UDP-Flood
12,24.12,522761,23,24,tcp,1540,13,14699,16103,24798600,Router,server1,45.74696,45.74696,45.757083,0,328.491489,505876,1540,0.236498,0,45.726714,45.757083,1,50.021057,Normal
11.1,24.31,589527,11,22,cbr,1000,32,3665,6250,6250000,clien-11,Switch2,54.32,54.32,54.33008,0,124.943825,124944,1000,0.059605,0.00024,54.32,54.35048,25,75.02248,UDP-Flood
14,24.14,17823,22,23,tcp,1540,15,561,16103,24798600,Switch2,Router,2.896302,2.896302,2.906426,0,328.431807,505785,1540,0.236498,0,2.886179,2.916549,1,50.029965,Normal
15,24.15,10771,23,24,tcp,1540,16,333,16092,24781700,Router,server1,2.243117,2.24324,2.253363,0.000123,328.205808,505437,1540,0.236337,0.000123,2.22287,2.253363,1,50.030211,Normal
10,24.1,450141,22,23,tcp,1540,11,12868,16103,24798600,Switch2,Router,40.165762,40.165762,40.175885,0,328.561898,505985,1540,0.236498,0.000123,40.155639,40.186131,1,50.010552,Normal
24.4,4,236776,24,23,ack,55,5,7376,16091,885005,server1,Router,23.505117,23.505117,23.51512,0,328.218006,18052,55,0.00844,0,23.505117,23.535126,1.030035,50.055377,Normal
9,24.9,200816,23,24,tcp,1540,10,6267,16085,24770900,Router,server1,20.140046,20.140046,20.150169,0,328.063862,505218,1540,0.236234,0,20.1198,20.150169,1,50.030088,Normal
3,24.3,252719,3,21,tcp,1540,4,7887,16091,24780100,clien-3,Switch1,25.005055,25.005055,25.015178,0,328.240918,505490,1540,0.236321,0.0016,25.005055,25.037024,1,50.02192,Normal
24.3,3,370220,24,23,ack,55,4,10835,16091,885005,server1,Router,34.026429,34.026429,34.036432,0,328.241051,18053.3,55,0.00844,0,34.026429,34.056438,1.030029,50.051929,Smurf
6,24.6,174918,6,21,tcp,1540,7,5459,16091,24780100,clien-6,Switch1,17.684586,17.684586,17.694709,0,328.192835,505416,1540,0.236321,0,17.684586,17.714956,1,50.029102,Normal
1.1,24.21,428062,21,23,cbr,1000,22,1683,6250,6250000,Switch1,Router,38.47408,38.474171,38.484251,0.000091,124.944025,124944,1000,0.059605,0.000294,38.464,38.494534,25,75.0224,Normal
24.6,6,216954,23,21,ack,55,7,6761,16091,885005,Router,Switch1,21.650264,21.650264,21.660267,0,328.19309,18050.6,55,0.00844,0,21.640261,21.67027,1.030048,50.059112,Normal
24.1,10,105984,23,22,ack,55,11,3304,16103,885665,Router,Switch2,11.202814,11.202814,11.212818,0,328.561918,18070.9,55,0.008446,0,11.192811,11.222821,1.030013,50.040562,Normal
0,24,473394,0,21,tcp,1540,1,13444,16091,24780100,clien-0,Switch1,41.938738,41.938738,41.948861,0,328.316229,505606,1540,0.236321,0.000848,41.938738,41.969955,1,50.010675,Normal
25.1,26,18650,25,26,tcp,55,1,44,5630,309650,webcache,webserverlistin,18.388704,18.388704,18.419344,0,656.270166,36094.9,55,0.002953,0.03064,18.388704,18.419344,1.417136,9.99592,Normal
24.1,1,20605,21,1,ack,55,2,641,16091,885005,Switch1,clien-1,3.168955,3.168955,3.178958,0,328.297902,18056.4,55,0.00844,0,3.148949,3.178958,1.030016,50.043427,Normal
14,24.14,556987,22,23,tcp,1540,15,15554,16103,24798600,Switch2,Router,48.361887,48.361887,48.37201,0,328.431807,505785,1540,0.236498,0,48.351763,48.382133,1,50.029965,Normal
1,24.1,60290,23,24,tcp,1540,2,1888,16091,24780100,Router,server1,6.908208,6.908208,6.918331,0,328.297855,505578,1540,0.236321,0,6.887962,6.918331,1,50.013418,Normal
0.1,24.2,562833,21,23,cbr,1000,21,2975,6250,6250000,Switch1,Router,48.81008,48.81008,48.82016,0,124.944425,124944,1000,0.059605,0.000119,48.8,48.830359,25,75.02224,Normal
24.14,14,541980,22,14,ack,55,15,15163,16103,885665,Switch2,clien-14,47.220018,47.220018,47.230021,0,328.432001,18063.8,55,0.008446,0,47.200011,47.230021,1.030038,50.059974,Normal
24.15,15,523780,24,23,ack,55,16,14707,16092,885060,server1,Router,45.804144,45.804144,45.814147,0,328.206042,18051.3,55,0.008441,0,45.804144,45.834154,1.030045,50.060221,Normal
1,24.1,22517,1,21,ping,65535,0,-1,210,13762400,client-1,switch1,22,22,22.015243,0,23.215379,1521430,65535.2,0.131248,0.045728,22,22.045728,0,9.045728,Smurf
24.4,4,344925,24,23,ack,55,5,10201,16091,885005,server1,Router,32.084532,32.084532,32.094535,0,328.218006,18052,55,0.00844,0,32.084532,32.114541,1.030035,50.055377,Normal
13,24.13,59481,13,22,tcp,1540,14,1860,16103,24798600,clien-13,Switch2,6.80787,6.80787,6.817994,0,328.460131,505828,1540,0.236498,0,6.80787,6.83824,1,50.025737,Normal
12.2,24.54,46588,22,23,cbr,1192,33,1694,8655,10316800,switch2,router,44.419433,44.420993,44.431088,0.00156,962.684973,1147520,1192,0.098389,0.033502,44.408857,44.442359,1,9.99048,UDP-Flood
24.9,9,409747,23,21,ack,55,10,11823,16085,884675,Router,Switch1,37.066542,37.066542,37.076545,0,328.064183,18043.5,55,0.008437,0,37.056538,37.086548,1.030058,50.060098,Normal
24.14,13,7629,23,22,tcp,64,0,-1,210,13440,router,switch2,8.092433,8.092433,8.102438,0,23.255775,1488.369621,64,0.000128,0.030015,8.082428,8.112443,0.082428,9.112443,Normal
7,24.7,343899,7,21,tcp,1540,8,10181,16090,24778600,clien-7,Switch1,32.006946,32.006946,32.017069,0,328.167486,505378,1540,0.236307,0,32.006946,32.037315,1,50.029842,Normal
13,24.13,57036,23,24,tcp,1540,14,1784,16103,24798600,Router,server1,6.601138,6.601138,6.611261,0,328.460131,505828,1540,0.236498,0,6.580891,6.611261,1,50.025737,Normal
7,24.7,190339,23,24,tcp,1540,8,5936,16090,24778600,Router,server1,19.155946,19.155992,19.166115,0.000046,328.167486,505378,1540,0.236307,0.000046,19.135699,19.166115,1,50.029842,Normal
10.1,24.3,597080,22,23,cbr,1000,31,4040,6250,6250000,Switch2,Router,57.33008,57.33008,57.34016,0,124.944225,124944,1000,0.059605,0.00008,57.32,57.35032,25,75.02232,Normal
1,24.1,412595,23,24,tcp,1540,2,11911,16091,24780100,Router,server1,37.296023,37.296023,37.306146,0,328.297855,505578,1540,0.236321,0,37.275776,37.306146,1,50.013418,Normal
2,24.2,421857,21,23,tcp,1540,3,12143,16091,24780100,Switch1,Router,37.997728,37.997728,38.007851,0,328.26404,505526,1540,0.236321,0,37.987605,38.017975,1,50.018467,Normal
24.14,14,362331,22,14,ack,55,15,10634,16103,885665,Switch2,clien-14,33.440601,33.440601,33.450604,0,328.432001,18063.8,55,0.008446,0,33.420594,33.450604,1.030038,50.059974,Normal
13,24.13,133796,13,22,tcp,1540,14,4174,16103,24798600,clien-13,Switch2,13.810379,13.810379,13.820502,0,328.460131,505828,1540,0.236498,0,13.810379,13.840749,1,50.025737,Normal
24.12,12,441917,23,22,ack,55,13,12649,16103,885665,Router,Switch2,39.535798,39.535798,39.545802,0,328.491596,18067,55,0.008446,0,39.525795,39.555805,1.030026,50.051067,Normal
24.9,9,150457,21,9,ack,55,10,4684,16085,884675,Switch1,clien-9,15.399113,15.399113,15.409116,0,328.064183,18043.5,55,0.008437,0,15.379107,15.409116,1.030058,50.060098,Normal
24.2,2,377329,24,23,ack,55,3,11017,16091,885005,server1,Router,34.57044,34.57044,34.580443,0,328.26412,18054.5,55,0.00844,0,34.57044,34.60045,1.030022,50.048477,UDP-Flood
24.11,11,147490,24,23,ack,55,12,4592,16103,885665,server1,Router,15.102059,15.102059,15.112062,0,328.522947,18068.8,55,0.008446,0,15.102059,15.132069,1.030019,50.046382,Normal
2.1,24.22,619066,21,23,cbr,1000,23,5133,6250,6250000,Switch1,Router,66.07408,66.07424,66.08432,0.00016,124.943625,124944,1000,0.059605,0.00032,66.064,66.09456,25,75.02256,Normal
6,24.6,14001,6,21,tcp,1540,7,431,16091,24780100,clien-6,Switch1,2.52723,2.52723,2.537354,0,328.192835,505416,1540,0.236321,0,2.52723,2.5576,1,50.029102,Normal
8.2,24.5,35937,8,21,cbr,692,29,1379,9108,6302740,client-8,switch1,34.499429,34.500029,34.510084,0.0006,1016.516723,703430,692,0.060108,0.036581,34.499429,34.53601,1,9.96001,UDP-Flood
7,24.7,178136,21,23,tcp,1540,8,5553,16090,24778600,Switch1,Router,17.997961,17.997961,18.008084,0,328.167486,505378,1540,0.236307,0,17.987837,18.018207,1,50.029842,Normal
15.2,24.57,63552,23,24,cbr,1500,36,2310,8655,12982500,router,server1,60.35448,60.35484,60.36496,0.00036,962.684973,1444030,1500,0.123811,0.03096,60.334,60.36496,1,9.99048,UDP-Flood
24.7,7,193223,23,21,ack,55,8,6014,16090,884950,Router,Switch1,19.417265,19.417265,19.427268,0,328.167767,18049.2,55,0.00844,0,19.407262,19.437272,1.030051,50.059851,Normal
14.1,24.34,639368,23,24,cbr,1000,35,6139,6250,6250000,Router,server1,74.13248,74.13288,74.14296,0.0004,124.942626,124943,1000,0.059605,0.00072,74.112,74.14296,25,75.02296,Normal
10.1,24.3,632611,22,23,cbr,1000,31,5804,6250,6250000,Switch2,Router,71.44208,71.44208,71.45216,0,124.944225,124944,1000,0.059605,0.00008,71.432,71.46232,25,75.02232,Normal
24,0,444483,21,0,ack,55,1,12710,16091,885005,Switch1,clien-0,39.74147,39.74147,39.751474,0,328.316229,18057.4,55,0.00844,0,39.721464,39.751474,1.03001,50.040685,Normal
14,24.14,59619,22,23,tcp,1540,15,1865,16103,24798600,Switch2,Router,6.835118,6.835118,6.845242,0,328.431807,505785,1540,0.236498,0,6.824995,6.855365,1,50.029965,Normal
24.9,9,366064,23,21,ack,55,10,10724,16085,884675,Router,Switch1,33.717296,33.717296,33.727299,0,328.064183,18043.5,55,0.008437,0,33.707293,33.737302,1.030058,50.060098,Normal
14.2,24.56,13500,14,22,cbr,692,35,521,9108,6302740,client-14,switch2,13.580571,13.581171,13.591227,0.0006,1016.4372,703375,692,0.060108,0.037283,13.580571,13.617854,1,9.960711,UDP-Flood
3,24.3,526677,23,24,tcp,1540,4,14784,16091,24780100,Router,server1,46.046005,46.047605,46.057728,0.0016,328.240918,505490,1540,0.236321,0.0016,46.025758,46.057728,1,50.02192,Normal
1,24.1,300665,1,21,tcp,1540,2,9100,16091,24780100,clien-1,Switch1,28.689282,28.689282,28.699405,0,328.297855,505578,1540,0.236321,0.0016,28.689282,28.721251,1,50.013418,Normal
4.1,24.24,497833,4,21,cbr,1000,25,2352,6250,6250000,clien-4,Switch1,43.816,43.816,43.82608,0,124.942826,124943,1000,0.059605,0.000687,43.816,43.846927,25,75.02288,Normal
24.13,13,390882,23,22,ack,55,14,11362,16103,885665,Router,Switch2,35.619321,35.619321,35.629324,0,328.460278,18065.3,55,0.008446,0,35.609317,35.639327,1.030032,50.055747,Normal
11,24.11,554433,23,24,tcp,1540,12,15494,16103,24798600,Router,server1,48.174863,48.174983,48.185106,0.00012,328.522879,505925,1540,0.236498,0.00012,48.154616,48.185106,1,50.016373,Normal
24.2,2,7826,21,2,ack,55,3,242,16091,885005,Switch1,clien-2,1.964574,1.964574,1.974578,0,328.26412,18054.5,55,0.00844,0,1.944568,1.974578,1.030022,50.048477,Normal
7,24.7,270809,21,23,tcp,1540,8,8334,16090,24778600,Switch1,Router,26.409784,26.409784,26.419907,0,328.167486,505378,1540,0.236307,0,26.399661,26.43003,1,50.029842,Normal
13.1,24.33,365710,13,22,cbr,1000,34,1085,6250,6250000,clien-13,Switch2,33.68,33.68,33.69008,0,124.943026,124943,1000,0.059605,0.00057,33.68,33.71081,25,75.0228,Normal
24.13,13,179018,24,23,ack,55,14,5578,16103,885665,server1,Router,18.068402,18.068402,18.078405,0,328.460278,18065.3,55,0.008446,0,18.068402,18.098411,1.030032,50.055747,Normal
8.1,24.28,282293,21,23,cbr,1000,29,285,6250,6250000,Switch1,Router,27.290112,27.290875,27.300955,0.000763,124.941228,124941,1000,0.059605,0.001638,27.28,27.311878,25,75.02352,Normal
0,24,261703,21,23,tcp,1540,1,8115,16091,24780100,Switch1,Router,25.708888,25.708888,25.719011,0,328.316229,505606,1540,0.236321,0,25.698765,25.729134,1,50.010675,Normal
24.5,5,385045,23,21,ack,55,6,11204,16091,885005,Router,Switch1,35.171791,35.171791,35.181794,0,328.204851,18051.3,55,0.00844,0,35.161788,35.191797,1.030042,50.057349,Normal
24.12,12,126398,23,22,ack,55,13,3941,16103,885665,Router,Switch2,13.12497,13.12497,13.134973,0,328.491596,18067,55,0.008446,0,13.114966,13.144976,1.030026,50.051067,Normal
24,0,287257,21,0,ack,55,1,8746,16091,885005,Switch1,clien-0,27.681104,27.681104,27.691107,0,328.316229,18057.4,55,0.00844,0,27.661098,27.691107,1.03001,50.040685,Normal
0.1,24.2,315770,21,23,cbr,1000,21,606,6250,6250000,Switch1,Router,29.85808,29.858199,29.868279,0.000119,124.944425,124944,1000,0.059605,0.000322,29.848,29.878562,25,75.02224,Normal
18.1,24.38,630482,22,23,cbr,1000,39,5698,6250,6250000,Switch2,Router,70.59408,70.59472,70.6048,0.00064,124.941028,124941,1000,0.059605,0.00136,70.584,70.6156,25,75.0236,Normal
7,24.7,496258,7,21,tcp,1540,8,14014,16090,24778600,clien-7,Switch1,43.694402,43.694402,43.704525,0,328.167486,505378,1540,0.236307,0,43.694402,43.724771,1,50.029842,Normal
20,25,77754,23,25,tcp,55,0,44,7085,389675,router,webcache,73.77568,73.77568,73.80632,0,94.7212,5209.67,55,0.003716,0.071283,73.735037,73.80632,1.201267,75.999728,SIDDOS
9.1,24.29,576609,9,21,cbr,1000,30,3107,6250,6250000,clien-9,Switch1,49.856,49.856,49.86608,0,124.940828,124941,1000,0.059605,0.001536,49.856,49.887776,25,75.02368,Normal
14,24.14,211575,23,24,tcp,1540,15,6608,16103,24798600,Router,server1,21.156385,21.156385,21.166508,0,328.431807,505785,1540,0.236498,0,21.136139,21.166508,1,50.029965,Normal
1.1,24.21,424098,1,21,cbr,1000,22,1645,6250,6250000,clien-1,Switch1,38.16,38.16,38.17008,0,124.944025,124944,1000,0.059605,0.000227,38.16,38.190467,25,75.0224,Normal
24.9,9,322418,21,9,ack,55,10,9623,16085,884675,Switch1,clien-9,30.376892,30.376892,30.386895,0,328.064183,18043.5,55,0.008437,0,30.356885,30.386895,1.030058,50.060098,Normal
24.7,7,552680,23,21,ack,55,8,15427,16090,884950,Router,Switch1,48.030536,48.030536,48.040539,0,328.167767,18049.2,55,0.00844,0,48.020533,48.050542,1.030051,50.059851,Normal
0.1,24.2,605653,21,23,cbr,1000,21,4466,6250,6250000,Switch1,Router,60.73808,60.73808,60.74816,0,124.944425,124944,1000,0.059605,0,60.728,60.75824,25,75.02224,Normal
11,24.11,523468,22,23,tcp,1540,12,14716,16103,24798600,Switch2,Router,45.79032,45.79032,45.800443,0,328.522879,505925,1540,0.236498,0.000599,45.780197,45.811165,1,50.016373,Normal
0,24,279960,0,21,tcp,1540,1,8578,16091,24780100,clien-0,Switch1,27.100283,27.100283,27.110406,0,328.316229,505606,1540,0.236321,0,27.100283,27.130653,1,50.010675,Normal
